length_0.0-0.1_m,length_0.1-0.2_m,length_0.2-0.3_m,length_0.3-0.4_m,length_0.4-0.5_m,length_0.5-0.6_m,length_0.6-0.7_m,length_0.7-0.8_m,length_0.8-0.9_m,length_0.9-1.0_m,struct_mass_0.0-0.1_m,struct_mass_0.1-0.2_m,struct_mass_0.2-0.3_m,struct_mass_0.3-0.4_m,struct_mass_0.4-0.5_m,struct_mass_0.5-0.6_m,struct_mass_0.6-0.7_m,struct_mass_0.7-0.8_m,struct_mass_0.8-0.9_m,struct_mass_0.9-1.0_m,root_necromass_0.0-0.1_m,root_necromass_0.1-0.2_m,root_necromass_0.2-0.3_m,root_necromass_0.3-0.4_m,root_necromass_0.4-0.5_m,root_necromass_0.5-0.6_m,root_necromass_0.6-0.7_m,root_necromass_0.7-0.8_m,root_necromass_0.8-0.9_m,root_necromass_0.9-1.0_m,surface_0.0-0.1_m,surface_0.1-0.2_m,surface_0.2-0.3_m,surface_0.3-0.4_m,surface_0.4-0.5_m,surface_0.5-0.6_m,surface_0.6-0.7_m,surface_0.7-0.8_m,surface_0.8-0.9_m,surface_0.9-1.0_m,net_hexose_exudation_0.0-0.1_m,net_hexose_exudation_0.1-0.2_m,net_hexose_exudation_0.2-0.3_m,net_hexose_exudation_0.3-0.4_m,net_hexose_exudation_0.4-0.5_m,net_hexose_exudation_0.5-0.6_m,net_hexose_exudation_0.6-0.7_m,net_hexose_exudation_0.7-0.8_m,net_hexose_exudation_0.8-0.9_m,net_hexose_exudation_0.9-1.0_m,hexose_degradation_0.0-0.1_m,hexose_degradation_0.1-0.2_m,hexose_degradation_0.2-0.3_m,hexose_degradation_0.3-0.4_m,hexose_degradation_0.4-0.5_m,hexose_degradation_0.5-0.6_m,hexose_degradation_0.6-0.7_m,hexose_degradation_0.7-0.8_m,hexose_degradation_0.8-0.9_m,hexose_degradation_0.9-1.0_m,time_in_days
0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2063715789784805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0053096491487338e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0007540121201461096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1793815847513556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.1370234899369676e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511977983690641e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666667
0.0007590699720007064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5211999119334855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.144650550847054e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785360549317394e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.001827608826177e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333334
0.0011929363593342222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.490243974226992e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.7989056492885823e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.808505133495598e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.871794128427886e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125000001
0.001832517863028793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316046201892474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.763371834910395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6394924212959496e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.485641412534652e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666668
0.0024744372924347447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477636235336608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3.731363529447174e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.408081424528626e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7755680270697836e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333499999998
0.003117909428541883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.642035980632945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4.701696650527455e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1273336959980913e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600342323432694e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250000002
0.0037623971271592005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.808273444552714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6.354019257726449e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613388622620784e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182716934906972e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291666669
0.004407037593259776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.974787349997479e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.326114178930419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9122662723037697e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6291166093294197e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333336
0.005051088595281399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.140234586374727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8.297320209244793e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.136225927444658e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0620508958694235e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37500000299999997
